"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"FRLMAddendum","FRLMAddendum","FRLMAddendum","","","",0,*,"","","","null {[]} {[]}
","Logical model - FR LM Addendum","Section Addendum","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"FRLMAddendum","FRLMAddendum.codeSection","FRLMAddendum.codeSection","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Code de la section","Code de la section","","","","","","","","","",,,,,"",,,,"FRLMSection.codeSection",1,1,"",""
"FRLMAddendum","FRLMAddendum.titleSection","FRLMAddendum.titleSection","","","",1,1,"","","","string {[]} {[]}
","Titre de la section","Titre de la section","","","","","","","","","",,,,,"",,,,"FRLMSection.titleSection",0,1,"",""
"FRLMAddendum","FRLMAddendum.description","FRLMAddendum.description","","","",1,1,"","","","string {[]} {[]}
","Bloc narratif","Bloc narratif","","","","","","","","","",,,,,"",,,,"FRLMSection.description",1,1,"",""
"FRLMAddendum","FRLMAddendum.author[x]","FRLMAddendum.author[x]","","","",0,*,"","","","Base {[]} {[]}
","author[x] peut correspondre soit à un professionnel, soit à une organisation, soit à un système.","author[x] peut correspondre soit à un professionnel, soit à une organisation, soit à un système.","","","","","","","","","",,,,,"",,,,"FRLMSection.author[x]",0,*,"",""
"FRLMAddendum","FRLMAddendum.author[x].authorProfessional","FRLMAddendum.author[x].authorProfessional","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document-core/StructureDefinition/FRLMHealthProfessional {[]} {[]}
","L'auteur est un professionnel de santé","L'auteur est un professionnel de santé","","","","","","","","","",,,,,"",,,,"FRLMSection.author[x].authorProfessional",0,*,"",""
"FRLMAddendum","FRLMAddendum.author[x].authorOrganisation","FRLMAddendum.author[x].authorOrganisation","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document-core/StructureDefinition/FRLMOrganisation {[]} {[]}
","L'auteur est une organisation","L'auteur est une organisation","","","","","","","","","",,,,,"",,,,"FRLMSection.author[x].authorOrganisation",0,*,"",""
"FRLMAddendum","FRLMAddendum.author[x].authorDevice","FRLMAddendum.author[x].authorDevice","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document-core/StructureDefinition/FRLMDevice {[]} {[]}
","L'auteur est un système","L'auteur est un système","","","","","","","","","",,,,,"",,,,"FRLMSection.author[x].authorDevice",0,*,"",""
"FRLMAddendum","FRLMAddendum.informant","FRLMAddendum.informant","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document-core/StructureDefinition/FRLMInformant {[]} {[]}
","Informateur","Informateur","","","","","","","","","",,,,,"",,,,"FRLMSection.informant",0,*,"",""
"FRLMAddendum","FRLMAddendum.subSection","FRLMAddendum.subSection","","","",0,0,"","","","Base {[]} {[]}
","Sous-sections","Sous-sections","","","","","","","","","",,,,,"",,,,"FRLMSection.subSection",0,*,"",""
"FRLMAddendum","FRLMAddendum.entry","FRLMAddendum.entry","","","",0,0,"","","","Base {[]} {[]}
","Entrées","Entrées","","","","","","","","","",,,,,"",,,,"FRLMSection.entry",0,*,"",""
"FRLMAdmissionEvaluation","FRLMAdmissionEvaluation","FRLMAdmissionEvaluation","","","",0,*,"","","","null {[]} {[]}
","Logical model - FR LM Admission Evaluation","Section Évaluation à l'admission","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"FRLMAdmissionEvaluation","FRLMAdmissionEvaluation.codeSection","FRLMAdmissionEvaluation.codeSection","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Code de la section","Code de la section","","","","","","","","","",,,,,"",,,,"FRLMSection.codeSection",1,1,"",""
"FRLMAdmissionEvaluation","FRLMAdmissionEvaluation.titleSection","FRLMAdmissionEvaluation.titleSection","","","",1,1,"","","","string {[]} {[]}
","Titre de la section","Titre de la section","","","","","","","","","",,,,,"",,,,"FRLMSection.titleSection",0,1,"",""
"FRLMAdmissionEvaluation","FRLMAdmissionEvaluation.description","FRLMAdmissionEvaluation.description","","","",1,1,"","","","string {[]} {[]}
","Bloc narratif","Bloc narratif","","","","","","","","","",,,,,"",,,,"FRLMSection.description",1,1,"",""
"FRLMAdmissionEvaluation","FRLMAdmissionEvaluation.author[x]","FRLMAdmissionEvaluation.author[x]","","","",0,*,"","","","Base {[]} {[]}
","author[x] peut correspondre soit à un professionnel, soit à une organisation, soit à un système.","author[x] peut correspondre soit à un professionnel, soit à une organisation, soit à un système.","","","","","","","","","",,,,,"",,,,"FRLMSection.author[x]",0,*,"",""
"FRLMAdmissionEvaluation","FRLMAdmissionEvaluation.author[x].authorProfessional","FRLMAdmissionEvaluation.author[x].authorProfessional","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document-core/StructureDefinition/FRLMHealthProfessional {[]} {[]}
","L'auteur est un professionnel de santé","L'auteur est un professionnel de santé","","","","","","","","","",,,,,"",,,,"FRLMSection.author[x].authorProfessional",0,*,"",""
"FRLMAdmissionEvaluation","FRLMAdmissionEvaluation.author[x].authorOrganisation","FRLMAdmissionEvaluation.author[x].authorOrganisation","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document-core/StructureDefinition/FRLMOrganisation {[]} {[]}
","L'auteur est une organisation","L'auteur est une organisation","","","","","","","","","",,,,,"",,,,"FRLMSection.author[x].authorOrganisation",0,*,"",""
"FRLMAdmissionEvaluation","FRLMAdmissionEvaluation.author[x].authorDevice","FRLMAdmissionEvaluation.author[x].authorDevice","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document-core/StructureDefinition/FRLMDevice {[]} {[]}
","L'auteur est un système","L'auteur est un système","","","","","","","","","",,,,,"",,,,"FRLMSection.author[x].authorDevice",0,*,"",""
"FRLMAdmissionEvaluation","FRLMAdmissionEvaluation.informant","FRLMAdmissionEvaluation.informant","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document-core/StructureDefinition/FRLMInformant {[]} {[]}
","Informateur","Informateur","","","","","","","","","",,,,,"",,,,"FRLMSection.informant",0,*,"",""
"FRLMAdmissionEvaluation","FRLMAdmissionEvaluation.subSection","FRLMAdmissionEvaluation.subSection","","","",0,0,"","","","Base {[]} {[]}
","Sous-sections","Sous-sections","","","","","","","","","",,,,,"",,,,"FRLMSection.subSection",0,*,"",""
"FRLMAdmissionEvaluation","FRLMAdmissionEvaluation.entry","FRLMAdmissionEvaluation.entry","","","",0,*,"","","","Base {[]} {[]}
","Entrées","Entrées","","","","","","","","","",,,,,"",,,,"FRLMSection.entry",0,*,"",""
"FRLMAdmissionEvaluation","FRLMAdmissionEvaluation.entry.encounterInformation","FRLMAdmissionEvaluation.entry.encounterInformation","","","",0,1,"","","","https://interop.esante.gouv.fr/ig/document-core/StructureDefinition/FRLMEncounter {[]} {[]}
","Entrée Informations sur la rencontre","Entrée Informations sur la rencontre","","","","","","","","","",,,,,"",,,,"FRLMAdmissionEvaluation.entry.encounterInformation",0,1,"",""
"FRLMAdmissionEvaluation","FRLMAdmissionEvaluation.entry.objectiveFindings","FRLMAdmissionEvaluation.entry.objectiveFindings","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document-core/StructureDefinition/FRLMObservation {[]} {[]}
","Constatations objectives","Constatations objectives","","","","","","","","","",,,,,"",,,,"FRLMAdmissionEvaluation.entry.objectiveFindings",0,*,"",""
"FRLMAdmissionEvaluation","FRLMAdmissionEvaluation.entry.functionalStatus[x]","FRLMAdmissionEvaluation.entry.functionalStatus[x]","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/document-core/StructureDefinition/FRLMCondition {[]} {[]}
https://interop.esante.gouv.fr/ig/document-core/StructureDefinition/FRLMObservation {[]} {[]}","Statut fonctionnel","Statut fonctionnel","","","","","","","","","",,,,,"",,,,"FRLMAdmissionEvaluation.entry.functionalStatus[x]",0,*,"",""
"FRLMAdmissionEvaluation","FRLMAdmissionEvaluation.entry.note","FRLMAdmissionEvaluation.entry.note","","","",0,1,"","","","string {[]} {[]}
","Commentaire","Commentaire","","","","","","","","","",,,,,"",,,,"FRLMAdmissionEvaluation.entry.note",0,1,"",""
