"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"FRLMLegalAuthentication","FRLMLegalAuthentication","","","",1,1,"","","","null {[]} {[]}
","Logical model - FR LM Legal Authentication","Représente le responsable du document, qui est : 
 - soit le professionnel qui prend la responsabilité du document produit par un lui-même ou un autre professionnel. 
 - soit le professionnel qui prend la responsabilité du document produit par un système de structure (ES, …). 
 - soit le patient/usager responsable du document d'expression personnelle 
 - soit le SNR responsable du document produit via ce SNR. 
 - Soit le Dossier Pharmaceutique (DP) responsable des documents qu'il produit","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"FRLMLegalAuthentication.dateTime","FRLMLegalAuthentication.dateTime","","","",1,1,"","","","dateTime {[]} {[]}
","Date/Heure de la prise de responsabilité.","Date/Heure de la prise de responsabilité.","","","","","","","","","",,,,,"",,,,"FRLMLegalAuthentication.dateTime",1,1,"",""
"FRLMLegalAuthentication.legalAuthenticator[x]","FRLMLegalAuthentication.legalAuthenticator[x]","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/document-core/StructureDefinition/FRLMHealthProfessional {[]} {[]}
https://interop.esante.gouv.fr/ig/document-core/StructureDefinition/FRLMPatient {[]} {[]}https://interop.esante.gouv.fr/ig/document-core/StructureDefinition/FRLMDevice {[]} {[]}https://interop.esante.gouv.fr/ig/document-core/StructureDefinition/FRLMOrganisation {[]} {[]}","Responsable du document.","Responsable du document.","","","","","","","","","",,,,,"",,,,"FRLMLegalAuthentication.legalAuthenticator[x]",1,1,"",""
